54.878298	24.197495
54.8635431	24.1982031
54.8612892	24.1968513
54.8600912	24.1953385
54.8476091	24.1919804
54.838021	24.2010784
54.8344126	24.2016792
54.8328307	24.2017651
54.8314959	24.2032242
54.8300127	24.2039108
54.8277632	24.2076874
54.8266013	24.2104769
54.8237582	24.2142105
54.8225715	24.2161417
54.8213353	24.219017
54.8203463	24.2209482
54.8196293	24.2218494
54.8188875	24.2216349
54.8184177	24.2204762
54.8174286	24.2209053
54.8161675	24.221034
54.8147827	24.2206049
54.8128044	24.2212057
54.8117904	24.2198753
54.8108259	24.2206478
54.8096635	24.2196608
54.8090452	24.2197037
54.8085259	24.220562
54.8083775	24.2233086
54.8085506	24.226141
54.8089958	24.2284584
54.8091936	24.2307758
54.8087237	24.2324495
54.8075613	24.233222
54.8059783	24.2319775
54.8049395	24.2292738
54.8019217	24.2303467
54.8017238	24.2315698
54.8014703	24.2331362
54.801662	24.2342305
54.8024164	24.2346275
54.8031647	24.2365372
54.8020238	24.2384148
54.8030874	24.2410594
54.803477	24.2410058
54.8038295	24.241156
54.8045623	24.241274
54.8053321	24.2411774
54.8060432	24.2417353
54.806946	24.2421645
54.8076818	24.2427921
54.8084949	24.2431784
54.8092524	24.2438811
54.8099109	24.2439938
54.8114998	24.2453778
54.8119944	24.2460322
54.812217	24.2468584
54.8134721	24.2476416
54.8149805	24.2485964
54.8164457	24.2486072
54.817577	24.2487681
54.8189617	24.2506671
54.8189926	24.2483819
54.820983	24.2470515
54.8224603	24.2457372
54.8232885	24.2444551
54.8242002	24.2431569
54.8250037	24.2421323
54.8274727	24.2396593
54.8286408	24.2375457
54.8298212	24.2348957
54.8315948	24.2292738
54.8329542	24.2231154
54.8335475	24.2183518
54.835982	24.2112923
54.8369212	24.2117643
54.8371066	24.2145109
54.8382682	24.2161632
54.83854	24.2186952
54.8394915	24.2197466
54.8416786	24.2180514
54.8444587	24.2199397
54.8469667	24.2194462
54.8488198	24.2191887
54.8512782	24.2208838
54.8531311	24.2195535
54.8557004	24.2191243
54.8567997	24.218502
54.8575902	24.2158842
54.8591217	24.2118502
54.8592823	24.2075372
54.859097	24.2041039
54.8581089	24.2009068
54.8580595	24.1981387
54.8592946	24.1978383
54.8600851	24.1968942
54.86195	24.1967654
54.8644322	24.1978383
54.8784955	24.196111
54.878298	24.197495
54.8635431	24.1982031
54.8612892	24.1968513
54.8600912	24.1953385
54.8581028	24.1939223
54.8579051	24.1923451
54.8588253	24.1891372
54.8600789	24.1863692
54.8612645	24.1832042
54.8632775	24.1789448
54.8656609	24.1767454
54.8673403	24.1749966
54.8694024	24.1716707
54.8704335	24.1680765
54.8709767	24.1653299
54.8710261	24.1619825
54.8707545	24.1584635
54.870063	24.1541719
54.8709274	24.1499233
54.8713225	24.1454172
54.87273	24.1432714
54.874298	24.1434002
54.875619	24.1447949
54.8770881	24.1463184
54.8787424	24.1471124
54.8802237	24.1491938
54.882063	24.1504169
54.8859758	24.1512108
54.8889255	24.1502237
54.8906657	24.1484213
54.892887	24.1444516
54.8937878	24.1416836
54.8955401	24.1321564
54.8966013	24.1256762
54.8964286	24.1187668
54.8968728	24.1140032
54.8991184	24.1117287
54.9028198	24.1084242
54.9053119	24.1046047
54.8942814	24.0913868
54.8926032	24.0949488
54.8886046	24.0996265
54.8870989	24.1061497
54.8872223	24.1125011
54.8884072	24.1206121
54.8854697	24.1302252
54.8773721	24.1325426
54.8744832	24.1304398
54.8699396	24.1234016
54.8626786	24.118681
54.8565527	24.1160202
54.8509694	24.1203976
54.8481527	24.1229725
54.8468184	24.1270065
54.8478562	24.1352463
54.8512164	24.1423702
54.8560092	24.1452885
54.8570467	24.1518974
54.8518835	24.1528845
54.8484986	24.1538286
54.8462748	24.1558456
54.843359	24.1621113
54.8416786	24.1695786
54.8422223	24.1753292
54.8443969	24.1810799
54.8468184	24.1914654
54.8598875	24.1961432
54.8628515	24.19801
54.8781621	24.1969585
